window,start_year,end_year,role,area_code,area_name,nonmgr_occ_code,mgr_occ_code,nonmgr_emp_t,nonmgr_emp_t1,mgr_emp_t,mgr_emp_t1,nonmgr_wage_t,nonmgr_wage_t1,mgr_wage_t,mgr_wage_t1,dln_nonmgr_mgr_emp_ratio,dln_nonmgr_mgr_wage_ratio,weight
2015-2016,2015,2016,Pre-gAI,14010,"Bloomington, IL",15-1131,11-3021,90,60,170,140,68070,68860,105100,113820,-0.2113090936672069,-0.0681671048415548,260.0
2015-2016,2015,2016,Pre-gAI,14020,"Bloomington, IN",15-1131,11-3021,190,190,240,240,69310,70800,115940,120810,0.0,-0.0198764428501048,430.0
2015-2016,2015,2016,Pre-gAI,14260,"Boise City, ID",15-1131,11-3021,390,460,700,710,66650,69170,110350,112680,0.1508951153674921,0.0162173856823492,1090.0
2015-2016,2015,2016,Pre-gAI,14500,"Boulder, CO",15-1131,11-3021,240,240,800,780,97720,86410,151500,150710,0.0253178079842899,-0.1177746720183928,1040.0
2015-2016,2015,2016,Pre-gAI,14740,"Bremerton-Silverdale, WA",15-1131,11-3021,90,70,90,90,87520,77210,114290,112880,-0.251314428280906,-0.1129245859879986,180.0
2015-2016,2015,2016,Pre-gAI,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",15-1131,11-3021,1430,1160,1040,1000,69390,71010,118780,128870,-0.1700337260002613,-0.0584531544300409,2470.0
2015-2016,2015,2016,Pre-gAI,15680,"California-Lexington Park, MD",15-1131,11-3021,120,110,240,260,89000,93460,136690,136560,-0.1670540846631661,0.0498486772185166,360.0
2015-2016,2015,2016,Pre-gAI,15804,"Camden, NJ Metropolitan Division",15-1131,11-3021,960,870,840,870,71970,73290,131090,146100,-0.1335313926245225,-0.0902324001288901,1800.0
2015-2016,2015,2016,Pre-gAI,15940,"Canton-Massillon, OH",15-1131,11-3021,140,140,170,280,70950,71090,101890,95660,-0.4989911661189877,0.0650648380693832,310.0
2015-2016,2015,2016,Pre-gAI,15980,"Cape Coral-Fort Myers, FL",15-1131,11-3021,200,190,150,160,71530,72280,127690,122650,-0.1158318155251216,0.0507012043358269,350.0
2015-2016,2015,2016,Pre-gAI,16020,"Cape Girardeau, MO-IL",15-1131,11-3021,50,50,40,40,58430,59560,90200,104600,0.0,-0.1289593733127819,90.0
2015-2016,2015,2016,Pre-gAI,16300,"Cedar Rapids, IA",15-1131,11-3021,180,170,960,1110,67290,71780,123020,124970,-0.2023404236844466,0.0488674838017645,1140.0
2015-2016,2015,2016,Pre-gAI,16540,"Chambersburg-Waynesboro, PA",15-1131,11-3021,70,60,40,40,74350,78500,125010,127330,-0.1541506798272582,0.0359265443993261,110.0
2015-2016,2015,2016,Pre-gAI,16580,"Champaign-Urbana, IL",15-1131,11-3021,190,150,190,180,75470,74510,113120,113160,-0.1823215567939546,-0.0131554260162446,380.0
2015-2016,2015,2016,Pre-gAI,16620,"Charleston, WV",15-1131,11-3021,300,350,150,120,54550,57190,78000,95630,0.3772942311414681,-0.1565164060237144,450.0
2015-2016,2015,2016,Pre-gAI,16700,"Charleston-North Charleston, SC",15-1131,11-3021,700,810,590,610,75040,74550,127580,126850,0.1126174923554879,-0.0008129307187033,1290.0
2015-2016,2015,2016,Pre-gAI,16740,"Charlotte-Concord-Gastonia, NC-SC",15-1131,11-3021,2700,2730,4510,4800,87020,91740,139870,143110,-0.0512689282126733,0.02992036634492,7210.0
2015-2016,2015,2016,Pre-gAI,16820,"Charlottesville, VA",15-1131,11-3021,160,100,280,280,78760,77370,140950,133490,-0.4700036292457353,0.0365725036829189,440.0
2015-2016,2015,2016,Pre-gAI,16860,"Chattanooga, TN-GA",15-1131,11-3021,400,590,350,370,76290,79790,104740,111220,0.3330881386369724,-0.0151728176900245,750.0
2015-2016,2015,2016,Pre-gAI,16940,"Cheyenne, WY",15-1131,11-3021,70,100,80,80,59260,49440,87900,90100,0.3566749439387324,-0.2058950889191448,150.0
2015-2016,2015,2016,Pre-gAI,16974,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",15-1131,11-3021,12090,9850,10300,11410,77510,84490,132570,140050,-0.307253478081098,0.0313375299759741,22390.0
2015-2016,2015,2016,Pre-gAI,17020,"Chico, CA",15-1131,11-3021,100,70,50,50,70490,73090,103270,110750,-0.3566749439387324,-0.0337077885354162,150.0
2015-2016,2015,2016,Pre-gAI,17140,"Cincinnati, OH-KY-IN",15-1131,11-3021,890,860,2900,3190,66630,66320,126910,128020,-0.1295992532829568,-0.0133717436391905,3790.0
2015-2016,2015,2016,Pre-gAI,17300,"Clarksville, TN-KY",15-1131,11-3021,50,50,60,70,57220,59340,99780,96490,-0.1541506798272583,0.0699085136413104,110.0
2015-2016,2015,2016,Pre-gAI,17460,"Cleveland-Elyria, OH",15-1131,11-3021,1270,1220,2720,2640,69600,71220,126700,129590,-0.0103130785756536,0.0004555773890279,3990.0
2015-2016,2015,2016,Pre-gAI,17780,"College Station-Bryan, TX",15-1131,11-3021,220,190,60,60,61920,66230,125670,130730,-0.1466034741918755,0.0278155992687008,280.0
2015-2016,2015,2016,Pre-gAI,17820,"Colorado Springs, CO",15-1131,11-3021,370,380,630,770,78060,89610,149790,159070,-0.1740024483799899,0.0778791154140177,1000.0
2015-2016,2015,2016,Pre-gAI,17860,"Columbia, MO",15-1131,11-3021,450,390,140,160,52630,63670,98580,100240,-0.276632236265196,0.1737282853526651,590.0
2015-2016,2015,2016,Pre-gAI,17900,"Columbia, SC",15-1131,11-3021,1830,1210,1140,1120,70800,78940,109890,112420,-0.395996030145279,0.0860670774199308,2970.0
2015-2016,2015,2016,Pre-gAI,18140,"Columbus, OH",15-1131,11-3021,1660,1730,3510,3720,73480,73910,133040,148050,-0.0168038246660451,-0.1010653432130576,5170.0
2015-2016,2015,2016,Pre-gAI,18580,"Corpus Christi, TX",15-1131,11-3021,60,50,70,90,70250,73590,119430,135750,-0.4336359850748605,-0.0816356944090567,130.0
2015-2016,2015,2016,Pre-gAI,18880,"Crestview-Fort Walton Beach-Destin, FL",15-1131,11-3021,140,80,150,100,69940,85570,104660,125980,-0.1541506798272582,0.0162908595450125,290.0
2015-2016,2015,2016,Pre-gAI,19124,"Dallas-Plano-Irving, TX Metropolitan Division",15-1131,11-3021,7680,7260,6510,7050,89490,90640,149010,156670,-0.1359278789265755,-0.0373595350930429,14190.0
2015-2016,2015,2016,Pre-gAI,19140,"Dalton, GA",15-1131,11-3021,160,60,100,70,70410,74050,125770,120950,-0.624154309072994,0.0894828471857939,260.0
2015-2016,2015,2016,Pre-gAI,19340,"Davenport-Moline-Rock Island, IA-IL",15-1131,11-3021,260,610,360,300,68690,88400,116510,116880,1.0350988829457837,0.2490976802072133,620.0
2015-2016,2015,2016,Pre-gAI,19380,"Dayton, OH",15-1131,11-3021,330,270,1140,1120,67840,73670,127350,132170,-0.1829711183627502,0.0452938978668252,1470.0
2015-2016,2015,2016,Pre-gAI,19660,"Deltona-Daytona Beach-Ormond Beach, FL",15-1131,11-3021,120,90,110,150,75410,62980,115110,121920,-0.5978370007556204,-0.2375995755530424,230.0
2015-2016,2015,2016,Pre-gAI,19740,"Denver-Aurora-Lakewood, CO",15-1131,11-3021,2130,2000,4470,4290,89990,98390,163230,164730,-0.0218731234758365,0.0800930990388696,6600.0
2015-2016,2015,2016,Pre-gAI,19780,"Des Moines-West Des Moines, IA",15-1131,11-3021,520,410,890,1130,74120,69430,123640,128150,-0.4764231008573201,-0.1011936861981415,1410.0
2015-2016,2015,2016,Pre-gAI,19804,"Detroit-Dearborn-Livonia, MI Metropolitan Division",15-1131,11-3021,730,570,1780,1670,79840,75000,131670,136390,-0.1836184354385109,-0.0977561550374294,2510.0
2015-2016,2015,2016,Pre-gAI,20020,"Dothan, AL",15-1131,11-3021,50,60,40,40,65770,67780,112050,102820,0.1823215567939546,0.1160686724852229,90.0
2015-2016,2015,2016,Pre-gAI,20100,"Dover, DE",15-1131,11-3021,110,80,70,70,69950,66040,114720,115750,-0.3184537311185346,-0.0664583981745962,180.0
2015-2016,2015,2016,Pre-gAI,20220,"Dubuque, IA",15-1131,11-3021,80,50,90,80,60450,62500,93540,101830,-0.3522205935893521,-0.0515656242042798,170.0
2015-2016,2015,2016,Pre-gAI,20260,"Duluth, MN-WI",15-1131,11-3021,120,110,180,120,75730,65360,108380,96890,0.3184537311185346,-0.0351966768329284,300.0
2015-2016,2015,2016,Pre-gAI,20500,"Durham-Chapel Hill, NC",15-1131,11-3021,1320,1240,1460,1340,84640,93340,138780,144020,0.0232464647760911,0.0607795390623623,2780.0
2015-2016,2015,2016,Pre-gAI,20524,"Dutchess County-Putnam County, NY Metropolitan Division",15-1131,11-3021,110,150,120,100,73850,73640,129180,119010,0.4924764850977942,0.0791516047974665,230.0
2015-2016,2015,2016,Pre-gAI,20740,"Eau Claire, WI",15-1131,11-3021,170,80,170,140,68420,69820,101730,95160,-0.5596157879354228,0.0870178814983314,340.0
2015-2016,2015,2016,Pre-gAI,20994,"Elgin, IL Metropolitan Division",15-1131,11-3021,630,340,450,560,72500,71600,103010,92800,-0.8354634027402008,0.091887943209418,1080.0
2015-2016,2015,2016,Pre-gAI,21060,"Elizabethtown-Fort Knox, KY",15-1131,11-3021,40,40,60,60,74050,73130,98280,98750,0.0,-0.0172727175592009,100.0
2015-2016,2015,2016,Pre-gAI,21140,"Elkhart-Goshen, IN",15-1131,11-3021,80,200,100,80,60350,69240,95780,99900,1.1394342831883648,0.0953019920244234,180.0
2015-2016,2015,2016,Pre-gAI,21340,"El Paso, TX",15-1131,11-3021,370,300,130,160,70640,64820,115810,117740,-0.4173598957603137,-0.1025102449861323,500.0
2015-2016,2015,2016,Pre-gAI,21500,"Erie, PA",15-1131,11-3021,110,90,110,120,58760,58400,118630,119720,-0.2876820724517809,-0.0152917387829815,220.0
2015-2016,2015,2016,Pre-gAI,21660,"Eugene, OR",15-1131,11-3021,250,190,310,280,56710,66520,90930,87280,-0.1726541513918178,0.2005207305117964,560.0
2015-2016,2015,2016,Pre-gAI,21780,"Evansville, IN-KY",15-1131,11-3021,120,100,200,250,63780,60980,116200,125790,-0.4054651081081643,-0.124194725454773,320.0
2015-2016,2015,2016,Pre-gAI,21820,"Fairbanks, AK",15-1131,11-3021,100,80,50,30,92980,78350,112080,105750,0.2876820724517809,-0.1130633633580447,150.0
2015-2016,2015,2016,Pre-gAI,22020,"Fargo, ND-MN",15-1131,11-3021,260,370,250,270,52230,61370,114400,115810,0.2758603334866141,0.1490142357022094,510.0
2015-2016,2015,2016,Pre-gAI,22180,"Fayetteville, NC",15-1131,11-3021,50,40,130,90,81370,77640,117070,131430,0.1445812288111075,-0.162626240410092,180.0
2015-2016,2015,2016,Pre-gAI,22380,"Flagstaff, AZ",15-1131,11-3021,40,60,70,80,82270,69970,99530,100300,0.2719337154836418,-0.1696465311329512,110.0
2015-2016,2015,2016,Pre-gAI,22500,"Florence, SC",15-1131,11-3021,80,50,100,90,76060,72250,112740,115170,-0.3646431135879092,-0.0727151905349591,180.0
2015-2016,2015,2016,Pre-gAI,22540,"Fond du Lac, WI",15-1131,11-3021,40,40,60,50,63420,66960,107170,109530,0.1823215567939547,0.032534031460269,100.0
2015-2016,2015,2016,Pre-gAI,22660,"Fort Collins, CO",15-1131,11-3021,140,140,260,230,85500,104220,139040,135120,0.1226023220923325,0.2265860625558913,400.0
2015-2016,2015,2016,Pre-gAI,22744,"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Metropolitan Division",15-1131,11-3021,1380,1460,1210,1390,70620,68850,141430,140270,-0.0823304509828189,-0.017147407024748,2590.0
2015-2016,2015,2016,Pre-gAI,22900,"Fort Smith, AR-OK",15-1131,11-3021,90,110,90,80,63390,69520,98770,102850,0.3184537311185346,0.0518306594821313,180.0
2015-2016,2015,2016,Pre-gAI,23060,"Fort Wayne, IN",15-1131,11-3021,350,490,340,290,70510,78690,111770,120950,0.4955369312509005,0.0308274901574266,690.0
2015-2016,2015,2016,Pre-gAI,23104,"Fort Worth-Arlington, TX Metropolitan Division",15-1131,11-3021,1470,1110,1330,1170,78200,80940,152970,157620,-0.1527271920424046,0.0044932427061247,2800.0
2015-2016,2015,2016,Pre-gAI,23420,"Fresno, CA",15-1131,11-3021,220,200,280,270,72610,71850,124120,126170,-0.05894253563345,-0.0269034052265918,500.0
2015-2016,2015,2016,Pre-gAI,23540,"Gainesville, FL",15-1131,11-3021,190,190,100,120,62380,59930,124010,122520,-0.1823215567939545,-0.0279795711594569,290.0
2015-2016,2015,2016,Pre-gAI,23844,"Gary, IN Metropolitan Division",15-1131,11-3021,130,170,190,180,78670,81960,103350,104720,0.322331207864955,0.0278005995556806,320.0
2015-2016,2015,2016,Pre-gAI,24020,"Glens Falls, NY",15-1131,11-3021,40,40,40,40,76860,81620,96910,108550,0.0,-0.0533394387368804,80.0
2015-2016,2015,2016,Pre-gAI,24340,"Grand Rapids-Wyoming, MI",15-1131,11-3021,460,410,760,820,74200,79080,99660,103540,-0.1910552367627092,0.0255022295085846,1220.0
2015-2016,2015,2016,Pre-gAI,24540,"Greeley, CO",15-1131,11-3021,90,70,40,60,72090,72630,141520,119840,-0.6567795363890704,0.1737462512842101,130.0
2015-2016,2015,2016,Pre-gAI,24580,"Green Bay, WI",15-1131,11-3021,170,260,370,370,71310,73530,98460,116410,0.4248831939652659,-0.1368111517621764,540.0
2015-2016,2015,2016,Pre-gAI,24660,"Greensboro-High Point, NC",15-1131,11-3021,340,340,680,670,74000,75920,118880,126930,0.0148150857851406,-0.0399061113331343,1020.0
2015-2016,2015,2016,Pre-gAI,24780,"Greenville, NC",15-1131,11-3021,40,60,80,60,64960,65020,112830,122830,0.6931471805599453,-0.0839958053783115,120.0
2015-2016,2015,2016,Pre-gAI,24860,"Greenville-Anderson-Mauldin, SC",15-1131,11-3021,470,510,490,440,68980,92860,110300,115660,0.1893086952066327,0.2498254486124653,960.0
2015-2016,2015,2016,Pre-gAI,25060,"Gulfport-Biloxi-Pascagoula, MS",15-1131,11-3021,80,130,140,160,74150,69170,100750,97620,0.3519764231571782,-0.0379630156036569,220.0
2015-2016,2015,2016,Pre-gAI,25180,"Hagerstown-Martinsburg, MD-WV",15-1131,11-3021,60,50,190,240,98450,70930,123400,127780,-0.4159364079754597,-0.362734253574049,250.0
2015-2016,2015,2016,Pre-gAI,25420,"Harrisburg-Carlisle, PA",15-1131,11-3021,1100,1060,950,1030,77650,77780,118180,121360,-0.117893368309444,-0.024879669989843,2050.0
2015-2016,2015,2016,Pre-gAI,25860,"Hickory-Lenoir-Morganton, NC",15-1131,11-3021,60,50,180,150,82200,83980,110620,113220,0.0,-0.0018085508480688,240.0
2015-2016,2015,2016,Pre-gAI,26380,"Houma-Thibodaux, LA",15-1131,11-3021,50,50,40,50,57300,59430,89580,85760,-0.2231435513142097,0.0800779091145373,90.0
2015-2016,2015,2016,Pre-gAI,26420,"Houston-The Woodlands-Sugar Land, TX",15-1131,11-3021,4040,4980,5930,5790,88740,81150,151490,157400,0.2330771204882329,-0.1276821718032339,9970.0
2015-2016,2015,2016,Pre-gAI,26580,"Huntington-Ashland, WV-KY-OH",15-1131,11-3021,80,90,50,50,75570,74040,97280,113490,0.1177830356563834,-0.1745752004225225,130.0
2015-2016,2015,2016,Pre-gAI,26620,"Huntsville, AL",15-1131,11-3021,1910,2050,900,810,97840,100680,142660,141320,0.1760970667496046,0.0380510332471458,2810.0
2015-2016,2015,2016,Pre-gAI,26820,"Idaho Falls, ID",15-1131,11-3021,90,60,70,60,52110,68060,99570,101490,-0.2513144282809061,0.2479334430909026,160.0
2015-2016,2015,2016,Pre-gAI,26900,"Indianapolis-Carmel-Anderson, IN",15-1131,11-3021,2060,2240,2550,2530,71300,73160,111210,114800,0.0916439394963646,-0.0060186819523007,4610.0
2015-2016,2015,2016,Pre-gAI,26980,"Iowa City, IA",15-1131,11-3021,70,120,210,180,66760,66330,114280,117570,0.6931471805599454,-0.0348441387732473,280.0
2015-2016,2015,2016,Pre-gAI,27060,"Ithaca, NY",15-1131,11-3021,240,280,120,120,78250,78380,132320,121880,0.1541506798272583,0.0838462405090957,360.0
2015-2016,2015,2016,Pre-gAI,27140,"Jackson, MS",15-1131,11-3021,250,310,410,510,72070,77820,86470,90790,-0.0031421864030725,0.0280089842087308,660.0
2015-2016,2015,2016,Pre-gAI,27260,"Jacksonville, FL",15-1131,11-3021,810,700,910,1030,76170,77100,130710,123690,-0.2698233943358654,0.0673382895951291,1720.0
2015-2016,2015,2016,Pre-gAI,27500,"Janesville-Beloit, WI",15-1131,11-3021,40,40,70,90,63000,64950,100850,108440,-0.251314428280906,-0.0420797435051682,110.0
2015-2016,2015,2016,Pre-gAI,27620,"Jefferson City, MO",15-1131,11-3021,200,160,120,90,68920,63660,96830,101510,0.064538521137571,-0.126590441978682,320.0
2015-2016,2015,2016,Pre-gAI,27740,"Johnson City, TN",15-1131,11-3021,70,110,90,110,61930,65840,100950,113110,0.251314428280906,-0.0525126103655985,160.0
2015-2016,2015,2016,Pre-gAI,27780,"Johnstown, PA",15-1131,11-3021,180,130,40,50,64130,54820,152310,140510,-0.5485659517488378,-0.076217925276968,220.0
2015-2016,2015,2016,Pre-gAI,27860,"Jonesboro, AR",15-1131,11-3021,60,50,40,70,67720,69650,86150,83380,-0.7419373447293773,0.0607826334821678,100.0
2015-2016,2015,2016,Pre-gAI,27900,"Joplin, MO",15-1131,11-3021,110,60,60,40,64450,73040,101860,107870,-0.2006706954621511,0.0677900299706374,170.0
2015-2016,2015,2016,Pre-gAI,28020,"Kalamazoo-Portage, MI",15-1131,11-3021,90,60,190,190,67990,76390,100540,100020,-0.4054651081081644,0.1216766542885716,280.0
2015-2016,2015,2016,Pre-gAI,28140,"Kansas City, MO-KS",15-1131,11-3021,3440,2920,3500,3730,75640,77240,124480,128370,-0.2275331202654728,-0.0098394448966967,6940.0
2015-2016,2015,2016,Pre-gAI,28700,"Kingsport-Bristol-Bristol, TN-VA",15-1131,11-3021,90,90,180,130,57270,63900,124640,118020,0.3254224004346279,0.1641179154711386,270.0
2015-2016,2015,2016,Pre-gAI,28940,"Knoxville, TN",15-1131,11-3021,460,590,580,550,54370,68510,102400,100350,0.3020058727305729,0.2513898262200385,1040.0
2015-2016,2015,2016,Pre-gAI,29180,"Lafayette, LA",15-1131,11-3021,210,120,120,150,52830,72420,81600,82780,-0.7827593392496324,0.3010460688107456,330.0
2015-2016,2015,2016,Pre-gAI,29200,"Lafayette-West Lafayette, IN",15-1131,11-3021,160,160,170,190,65990,68300,102870,103940,-0.1112256351102244,0.024058796744057,330.0
2015-2016,2015,2016,Pre-gAI,29340,"Lake Charles, LA",15-1131,11-3021,90,60,30,40,62410,64040,83690,90190,-0.6931471805599454,-0.0490166909502718,120.0
2015-2016,2015,2016,Pre-gAI,29460,"Lakeland-Winter Haven, FL",15-1131,11-3021,150,220,190,240,59870,57350,124350,120360,0.1493774010746005,-0.0103897828743118,340.0
2015-2016,2015,2016,Pre-gAI,29540,"Lancaster, PA",15-1131,11-3021,370,330,260,310,66360,63600,105090,109760,-0.2903010176414085,-0.0859600330762371,630.0
2015-2016,2015,2016,Pre-gAI,29620,"Lansing-East Lansing, MI",15-1131,11-3021,350,300,1250,570,80080,84060,99470,105170,0.6311117896404925,-0.007217302797609,1600.0
2015-2016,2015,2016,Pre-gAI,29820,"Las Vegas-Henderson-Paradise, NV",15-1131,11-3021,1490,1460,1000,960,74700,78230,121960,126230,0.0204823102831323,0.0117605959135014,2490.0
2015-2016,2015,2016,Pre-gAI,30020,"Lawton, OK",15-1131,11-3021,80,80,40,40,67010,70190,101890,109070,0.0,-0.0217320891972067,120.0
2015-2016,2015,2016,Pre-gAI,30460,"Lexington-Fayette, KY",15-1131,11-3021,180,160,380,370,77200,73940,105490,112030,-0.091114788574222,-0.1032960343991591,560.0
2015-2016,2015,2016,Pre-gAI,30700,"Lincoln, NE",15-1131,11-3021,620,510,380,370,67580,71460,105960,112230,-0.1686405052386045,-0.0016629013151756,1000.0
2015-2016,2015,2016,Pre-gAI,30780,"Little Rock-North Little Rock-Conway, AR",15-1131,11-3021,970,1310,1160,1130,68020,71530,103230,105750,0.3266887170917929,0.0261968530923543,2130.0
2015-2016,2015,2016,Pre-gAI,30860,"Logan, UT-ID",15-1131,11-3021,40,90,40,50,51060,53280,113980,105940,0.5877866649021191,0.1157097127092687,80.0
2015-2016,2015,2016,Pre-gAI,30980,"Longview, TX",15-1131,11-3021,70,40,40,40,66560,76900,124090,119430,-0.5596157879354227,0.1826787631048378,110.0
2015-2016,2015,2016,Pre-gAI,31084,"Los Angeles-Long Beach-Glendale, CA Metropolitan Division",15-1131,11-3021,7340,7680,8800,8910,95650,89100,152820,156740,0.0328581845345993,-0.0962639848147962,16140.0
2015-2016,2015,2016,Pre-gAI,31140,"Louisville/Jefferson County, KY-IN",15-1131,11-3021,650,730,1100,1170,67110,76810,114670,123330,0.0543786022474141,0.0621965243127589,1750.0
2015-2016,2015,2016,Pre-gAI,31180,"Lubbock, TX",15-1131,11-3021,330,270,60,50,57320,62400,132600,141880,-0.0183491386681964,0.0172711202617518,390.0
2015-2016,2015,2016,Pre-gAI,31340,"Lynchburg, VA",15-1131,11-3021,130,110,130,140,71780,73390,122430,125710,-0.2411620568168881,-0.0042564280034054,260.0
2015-2016,2015,2016,Pre-gAI,31420,"Macon, GA",15-1131,11-3021,120,80,80,100,70430,77690,104180,108140,-0.6286086594223741,0.060800728568197,200.0
2015-2016,2015,2016,Pre-gAI,32580,"McAllen-Edinburg-Mission, TX",15-1131,11-3021,110,90,50,50,69050,72500,130020,128120,-0.2006706954621512,0.0634766420406931,160.0
2015-2016,2015,2016,Pre-gAI,32780,"Medford, OR",15-1131,11-3021,70,70,90,90,61640,63580,89310,90340,0.0,0.0195210785000781,160.0
2015-2016,2015,2016,Pre-gAI,32820,"Memphis, TN-MS-AR",15-1131,11-3021,830,770,900,910,70820,67230,113890,120740,-0.0860850221294991,-0.1104282732848327,1730.0
